query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000169801-mRNA-1 transcript=TTRE_0000169801-mRNA-1 gene=TTRE_0000169801,gnl|BL_ORD_ID|16487 ENSG00000146205|ANO7|ENST00000451047|PTHR12308_SF22,ANO7,ENST00000451047,ENSG00000146205,186,94.7449,62,33.33333333,5.18E-23,PTHR12308,SF22
TTRE_0000777001-mRNA-1 transcript=TTRE_0000777001-mRNA-1 gene=TTRE_0000777001,gnl|BL_ORD_ID|167468 ENSG00000141560|FN3KRP|ENST00000573158|PTHR12149,FN3KRP,ENST00000573158,ENSG00000141560,125,87.0409,41,32.8,5.30E-23,PTHR12149,
TTRE_0000294401-mRNA-1 transcript=TTRE_0000294401-mRNA-1 gene=TTRE_0000294401,gnl|BL_ORD_ID|143468 ENSG00000182117|NOP10|ENST00000328848|PTHR13305_SF0,NOP10,ENST00000328848,ENSG00000182117,65,83.5741,36,55.38461538,5.76E-23,PTHR13305,SF0
TTRE_0000633901-mRNA-1 transcript=TTRE_0000633901-mRNA-1 gene=TTRE_0000633901,gnl|BL_ORD_ID|15323 ENSG00000003436|TFPI|ENST00000392365|PTHR10083_SF204,TFPI,ENST00000392365,ENSG00000003436,305,102.064,76,24.91803279,5.87E-23,PTHR10083,SF204
TTRE_0000313001-mRNA-1 transcript=TTRE_0000313001-mRNA-1 gene=TTRE_0000313001,gnl|BL_ORD_ID|93007 ENSG00000148357|HMCN2|ENST00000487727|PTHR10489_SF25,HMCN2,ENST00000487727,ENSG00000148357,480,104.76,140,29.16666667,5.96E-23,PTHR10489,SF25
TTRE_0000463801-mRNA-1 transcript=TTRE_0000463801-mRNA-1 gene=TTRE_0000463801,gnl|BL_ORD_ID|80235 ENSG00000180053|NKX2-6|ENST00000325017|PTHR24340_SF15,NKX2-6,ENST00000325017,ENSG00000180053,302,92.8189,46,15.23178808,6.12E-23,PTHR24340,SF15
TTRE_0000240401-mRNA-1 transcript=TTRE_0000240401-mRNA-1 gene=TTRE_0000240401,gnl|BL_ORD_ID|190265 ENSG00000118156|ZNF541|ENST00000595558|PTHR16089_SF23,ZNF541,ENST00000595558,ENSG00000118156,867,105.145,111,12.80276817,6.32E-23,PTHR16089,SF23
TTRE_0000592501-mRNA-1 transcript=TTRE_0000592501-mRNA-1 gene=TTRE_0000592501,gnl|BL_ORD_ID|40739 ENSG00000189099|PRSS48|ENST00000455694|PTHR24259_SF73,PRSS48,ENST00000455694,ENSG00000189099,329,96.6709,52,15.80547112,6.82E-23,PTHR24259,SF73
TTRE_0000390601-mRNA-1 transcript=TTRE_0000390601-mRNA-1 gene=TTRE_0000390601,gnl|BL_ORD_ID|2095 ENSG00000117862|TXNDC12|ENST00000371626|PTHR15337,TXNDC12,ENST00000371626,ENSG00000117862,173,88.5817,48,27.74566474,6.93E-23,PTHR15337,
TTRE_0000693601-mRNA-1 transcript=TTRE_0000693601-mRNA-1 gene=TTRE_0000693601,gnl|BL_ORD_ID|16744 ENSG00000189362|NEMP2|ENST00000409150|PTHR13598,NEMP2,ENST00000409150,ENSG00000189362,418,100.523,78,18.66028708,7.20E-23,PTHR13598,
TTRE_0000088701-mRNA-1 transcript=TTRE_0000088701-mRNA-1 gene=TTRE_0000088701,gnl|BL_ORD_ID|206642 ENSG00000100209|HSCB|ENST00000651322|PTHR14021,HSCB,ENST00000651322,ENSG00000100209,144,91.2781,44,30.55555556,7.47E-23,PTHR14021,
TTRE_0000456001-mRNA-1 transcript=TTRE_0000456001-mRNA-1 gene=TTRE_0000456001,gnl|BL_ORD_ID|17856 ENSG00000138031|ADCY3|ENST00000433852|PTHR11920_SF221,ADCY3,ENST00000433852,ENSG00000138031,155,94.7449,54,34.83870968,7.51E-23,PTHR11920,SF221
TTRE_0000273601-mRNA-1 transcript=TTRE_0000273601-mRNA-1 gene=TTRE_0000273601,gnl|BL_ORD_ID|180563 ENSG00000099337|KCNK6|ENST00000263372|PTHR11003_SF28,KCNK6,ENST00000263372,ENSG00000099337,314,97.8265,61,19.42675159,8.31E-23,PTHR11003,SF28
TTRE_0000052501-mRNA-1 transcript=TTRE_0000052501-mRNA-1 gene=TTRE_0000052501,gnl|BL_ORD_ID|85866 ENSG00000169427|KCNK9|ENST00000649473|PTHR11003_SF75,KCNK9,ENST00000649473,ENSG00000169427,363,99.7525,85,23.41597796,9.11E-23,PTHR11003,SF75
TTRE_0000169401-mRNA-1 transcript=TTRE_0000169401-mRNA-1 gene=TTRE_0000169401,gnl|BL_ORD_ID|38967 ENSG00000169288|MRPL1|ENST00000315567|TF621227,MRPL1,ENST00000315567,ENSG00000169288,326,97.8265,78,23.92638037,9.45E-23,TF621227,
TTRE_0000209301-mRNA-1 transcript=TTRE_0000209301-mRNA-1 gene=TTRE_0000209301,gnl|BL_ORD_ID|151929 ENSG00000067955|CBFB|ENST00000290858|PTHR10276,CBFB,ENST00000290858,ENSG00000067955,183,95.1301,58,31.69398907,9.82E-23,PTHR10276,
TTRE_0000109801-mRNA-1 transcript=TTRE_0000109801-mRNA-1 gene=TTRE_0000109801,gnl|BL_ORD_ID|185244 ENSG00000130811|EIF3G|ENST00000593054|PTHR10352,EIF3G,ENST00000593054,ENSG00000130811,119,92.8189,52,43.69747899,1.06E-22,PTHR10352,
TTRE_0000762501-mRNA-1 transcript=TTRE_0000762501-mRNA-1 gene=TTRE_0000762501,gnl|BL_ORD_ID|170559 ENSG00000125445|MRPS7|ENST00000584678|PTHR11205_SF19,MRPS7,ENST00000584678,ENSG00000125445,157,91.6633,46,29.29936306,1.17E-22,PTHR11205,SF19
TTRE_0000465601-mRNA-1 transcript=TTRE_0000465601-mRNA-1 gene=TTRE_0000465601,gnl|BL_ORD_ID|59725 ENSG00000065615|CYB5R4|ENST00000369679|PTHR19370_SF71,CYB5R4,ENST00000369679,ENSG00000065615,110,86.2705,36,32.72727273,1.24E-22,PTHR19370,SF71
TTRE_0000298901-mRNA-1 transcript=TTRE_0000298901-mRNA-1 gene=TTRE_0000298901,gnl|BL_ORD_ID|16126 ENSG00000171132|PRKCE|ENST00000421201|PTHR24357_SF52,PRKCE,ENST00000421201,ENSG00000171132,127,87.0409,44,34.64566929,1.46E-22,PTHR24357,SF52
TTRE_0000345701-mRNA-1 transcript=TTRE_0000345701-mRNA-1 gene=TTRE_0000345701,gnl|BL_ORD_ID|194451 ENSG00000101194|SLC17A9|ENST00000370351|PTHR11662_SF183,SLC17A9,ENST00000370351,ENSG00000101194,437,100.908,100,22.88329519,1.51E-22,PTHR11662,SF183
TTRE_0000123301-mRNA-1 transcript=TTRE_0000123301-mRNA-1 gene=TTRE_0000123301,gnl|BL_ORD_ID|17193 ENSG00000065413|ANKRD44|ENST00000409919|PTHR24158,ANKRD44,ENST00000409919,ENSG00000065413,368,103.219,92,25,1.55E-22,PTHR24158,
TTRE_0000029201-mRNA-1 transcript=TTRE_0000029201-mRNA-1 gene=TTRE_0000029201,gnl|BL_ORD_ID|154800 ENSG00000125124|BBS2|ENST00000562012|PTHR32465,BBS2,ENST00000562012,ENSG00000125124,120,90.8929,41,34.16666667,1.57E-22,PTHR32465,
TTRE_0000071701-mRNA-1 transcript=TTRE_0000071701-mRNA-1 gene=TTRE_0000071701,gnl|BL_ORD_ID|94868 ENSG00000106803|SEC61B|ENST00000498603,SEC61B,ENST00000498603,ENSG00000106803,43,82.0333,36,83.72093023,1.82E-22,no family,
TTRE_0000099601-mRNA-1 transcript=TTRE_0000099601-mRNA-1 gene=TTRE_0000099601,gnl|BL_ORD_ID|118041 ENSG00000089220|PEBP1|ENST00000261313|PTHR11362_SF8,PEBP1,ENST00000261313,ENSG00000089220,188,89.3521,59,31.38297872,1.85E-22,PTHR11362,SF8
TTRE_0000637001-mRNA-1 transcript=TTRE_0000637001-mRNA-1 gene=TTRE_0000637001,gnl|BL_ORD_ID|168112 ENSG00000185624|P4HB|ENST00000576390|PTHR18929_SF48,P4HB,ENST00000576390,ENSG00000185624,107,83.9593,37,34.57943925,1.90E-22,PTHR18929,SF48
TTRE_0000359901-mRNA-1 transcript=TTRE_0000359901-mRNA-1 gene=TTRE_0000359901,gnl|BL_ORD_ID|99388 ENSG00000015171|ZMYND11|ENST00000381604|PTHR24102_SF12,ZMYND11,ENST00000381604,ENSG00000015171,483,101.293,56,11.5942029,1.92E-22,PTHR24102,SF12
TTRE_0000326101-mRNA-1 transcript=TTRE_0000326101-mRNA-1 gene=TTRE_0000326101,gnl|BL_ORD_ID|26081 ENSG00000160799|CCDC12|ENST00000425441|PTHR31551_SF1,CCDC12,ENST00000425441,ENSG00000160799,167,88.9669,52,31.13772455,2.03E-22,PTHR31551,SF1
TTRE_0000064301-mRNA-1 transcript=TTRE_0000064301-mRNA-1 gene=TTRE_0000064301,gnl|BL_ORD_ID|738 ENSG00000137976|DNASE2B|ENST00000370665|PTHR10858,DNASE2B,ENST00000370665,ENSG00000137976,362,98.2117,88,24.30939227,2.18E-22,PTHR10858,
TTRE_0000396701-mRNA-1 transcript=TTRE_0000396701-mRNA-1 gene=TTRE_0000396701,gnl|BL_ORD_ID|202244 ENSG00000099901|RANBP1|ENST00000331821|PTHR23138_SF87,RANBP1,ENST00000331821,ENSG00000099901,202,97.0561,58,28.71287129,2.19E-22,PTHR23138,SF87
TTRE_0000495701-mRNA-1 transcript=TTRE_0000495701-mRNA-1 gene=TTRE_0000495701,gnl|BL_ORD_ID|200038 ENSG00000183778|B3GALT5|ENST00000615480|PTHR11214_SF18,B3GALT5,ENST00000615480,ENSG00000183778,311,95.1301,59,18.97106109,2.30E-22,PTHR11214,SF18
TTRE_0000380401-mRNA-1 transcript=TTRE_0000380401-mRNA-1 gene=TTRE_0000380401,gnl|BL_ORD_ID|110879 ENSG00000110171|TRIM3|ENST00000525074|PTHR24103_SF1,TRIM3,ENST00000525074,ENSG00000110171,745,103.99,76,10.20134228,2.33E-22,PTHR24103,SF1
TTRE_0000209101-mRNA-1 transcript=TTRE_0000209101-mRNA-1 gene=TTRE_0000209101,gnl|BL_ORD_ID|30139 ENSG00000187118|CMC1|ENST00000466830|TF601952,CMC1,ENST00000466830,ENSG00000187118,107,86.2705,39,36.44859813,2.40E-22,TF601952,
TTRE_0000762901-mRNA-1 transcript=TTRE_0000762901-mRNA-1 gene=TTRE_0000762901,gnl|BL_ORD_ID|99388 ENSG00000015171|ZMYND11|ENST00000381604|PTHR24102_SF12,ZMYND11,ENST00000381604,ENSG00000015171,483,100.523,56,11.5942029,2.44E-22,PTHR24102,SF12
TTRE_0000823301-mRNA-1 transcript=TTRE_0000823301-mRNA-1 gene=TTRE_0000823301,gnl|BL_ORD_ID|180282 ENSG00000104808|DHDH|ENST00000221403|PTHR22604_SF96,DHDH,ENST00000221403,ENSG00000104808,335,97.0561,89,26.56716418,2.52E-22,PTHR22604,SF96
TTRE_0000083701-mRNA-1 transcript=TTRE_0000083701-mRNA-1 gene=TTRE_0000083701,gnl|BL_ORD_ID|27826 ENSG00000144895|EIF2A|ENST00000465535|PTHR13227,EIF2A,ENST00000465535,ENSG00000144895,317,89.3521,44,13.88012618,2.59E-22,PTHR13227,
TTRE_0000684201-mRNA-1 transcript=TTRE_0000684201-mRNA-1 gene=TTRE_0000684201,gnl|BL_ORD_ID|185427 ENSG00000173976|RAX2|ENST00000555633|PTHR24329_SF81,RAX2,ENST00000555633,ENSG00000173976,185,87.4261,39,21.08108108,2.88E-22,PTHR24329,SF81
TTRE_0000268901-mRNA-1 transcript=TTRE_0000268901-mRNA-1 gene=TTRE_0000268901,gnl|BL_ORD_ID|9335 ENSG00000054392|HHAT|ENST00000413764|PTHR13285,HHAT,ENST00000413764,ENSG00000054392,494,100.908,114,23.07692308,3.19E-22,PTHR13285,
TTRE_0000752401-mRNA-1 transcript=TTRE_0000752401-mRNA-1 gene=TTRE_0000752401,gnl|BL_ORD_ID|16032 ENSG00000173692|PSMD1|ENST00000440838|PTHR10943,PSMD1,ENST00000440838,ENSG00000173692,203,93.5893,58,28.57142857,3.33E-22,PTHR10943,
TTRE_0000449301-mRNA-1 transcript=TTRE_0000449301-mRNA-1 gene=TTRE_0000449301,gnl|BL_ORD_ID|164383 ENSG00000141378|PTRH2|ENST00000470557|PTHR12649_SF7,PTRH2,ENST00000470557,ENSG00000141378,180,90.8929,57,31.66666667,3.56E-22,PTHR12649,SF7
TTRE_0000772401-mRNA-1 transcript=TTRE_0000772401-mRNA-1 gene=TTRE_0000772401,gnl|BL_ORD_ID|4125 ENSG00000203857|HSD3B1|ENST00000528909|PTHR10366_SF296,HSD3B1,ENST00000528909,ENSG00000203857,374,97.8265,91,24.3315508,3.94E-22,PTHR10366,SF296
TTRE_0000450701-mRNA-1 transcript=TTRE_0000450701-mRNA-1 gene=TTRE_0000450701,gnl|BL_ORD_ID|205834 ENSG00000100154|TTC28|ENST00000431039,TTC28,ENST00000431039,ENSG00000100154,301,100.138,52,17.27574751,4.22E-22,no family,
TTRE_0000368701-mRNA-1 transcript=TTRE_0000368701-mRNA-1 gene=TTRE_0000368701,gnl|BL_ORD_ID|7724 ENSG00000171786|NHLH1|ENST00000302101|PTHR13864_SF17,NHLH1,ENST00000302101,ENSG00000171786,134,84.3445,39,29.10447761,4.23E-22,PTHR13864,SF17
TTRE_0000255801-mRNA-1 transcript=TTRE_0000255801-mRNA-1 gene=TTRE_0000255801,gnl|BL_ORD_ID|208778 ENSG00000071889|FAM3A|ENST00000393572|PTHR14592,FAM3A,ENST00000393572,ENSG00000071889,193,90.5077,46,23.83419689,4.31E-22,PTHR14592,
TTRE_0000877001-mRNA-1 transcript=TTRE_0000877001-mRNA-1 gene=TTRE_0000877001,gnl|BL_ORD_ID|119045 ENSG00000173401|GLIPR1L1|ENST00000312442|PTHR10334_SF65,GLIPR1L1,ENST00000312442,ENSG00000173401,234,94.7449,63,26.92307692,4.36E-22,PTHR10334,SF65
TTRE_0000856001-mRNA-1 transcript=TTRE_0000856001-mRNA-1 gene=TTRE_0000856001,gnl|BL_ORD_ID|82672 ENSG00000121022|COPS5|ENST00000518747|PTHR10410_SF6,COPS5,ENST00000518747,ENSG00000121022,151,88.9669,50,33.11258278,4.59E-22,PTHR10410,SF6
TTRE_0000903501-mRNA-1 transcript=TTRE_0000903501-mRNA-1 gene=TTRE_0000903501,gnl|BL_ORD_ID|199534 ENSG00000160179|ABCG1|ENST00000398449|PTHR19241_SF177,ABCG1,ENST00000398449,ENSG00000160179,667,102.449,76,11.39430285,4.69E-22,PTHR19241,SF177
TTRE_0000355901-mRNA-1 transcript=TTRE_0000355901-mRNA-1 gene=TTRE_0000355901,gnl|BL_ORD_ID|102480 ENSG00000258539|AC068896.1|ENST00000494792|PTHR12843,AC068896.1,ENST00000494792,ENSG00000258539,202,88.5817,55,27.22772277,4.81E-22,PTHR12843,
TTRE_0000400501-mRNA-1 transcript=TTRE_0000400501-mRNA-1 gene=TTRE_0000400501,gnl|BL_ORD_ID|170966 ENSG00000176563|CNTD1|ENST00000585355|PTHR21615,CNTD1,ENST00000585355,ENSG00000176563,176,94.3597,52,29.54545455,4.93E-22,PTHR21615,
TTRE_0000263801-mRNA-1 transcript=TTRE_0000263801-mRNA-1 gene=TTRE_0000263801,gnl|BL_ORD_ID|143146 ENSG00000166068|SPRED1|ENST00000299084|PTHR11202_SF18,SPRED1,ENST00000299084,ENSG00000166068,445,100.523,108,24.26966292,5.29E-22,PTHR11202,SF18
TTRE_0000895701-mRNA-1 transcript=TTRE_0000895701-mRNA-1 gene=TTRE_0000895701,gnl|BL_ORD_ID|200489 ENSG00000186866|POFUT2|ENST00000615172|PTHR13398,POFUT2,ENST00000615172,ENSG00000186866,142,86.2705,43,30.28169014,5.55E-22,PTHR13398,
TTRE_0000290701-mRNA-1 transcript=TTRE_0000290701-mRNA-1 gene=TTRE_0000290701,gnl|BL_ORD_ID|39334 ENSG00000173376|NDNF|ENST00000379692|PTHR14619,NDNF,ENST00000379692,ENSG00000173376,569,100.523,63,11.07205624,5.73E-22,PTHR14619,
TTRE_0000228701-mRNA-1 transcript=TTRE_0000228701-mRNA-1 gene=TTRE_0000228701,gnl|BL_ORD_ID|140946 ENSG00000125375|DMAC2L|ENST00000554951|PTHR13382,DMAC2L,ENST00000554951,ENSG00000125375,185,88.9669,47,25.40540541,5.83E-22,PTHR13382,
TTRE_0000006701-mRNA-1 transcript=TTRE_0000006701-mRNA-1 gene=TTRE_0000006701,gnl|BL_ORD_ID|162981 ENSG00000204347|BTBD17|ENST00000375366|PTHR24410,BTBD17,ENST00000375366,ENSG00000204347,479,99.3673,79,16.49269311,6.10E-22,PTHR24410,
TTRE_0000452201-mRNA-1 transcript=TTRE_0000452201-mRNA-1 gene=TTRE_0000452201,gnl|BL_ORD_ID|117436 ENSG00000042429|MED17|ENST00000639596|PTHR13114,MED17,ENST00000639596,ENSG00000042429,387,96.2857,85,21.96382429,6.39E-22,PTHR13114,
TTRE_0000244701-mRNA-1 transcript=TTRE_0000244701-mRNA-1 gene=TTRE_0000244701,gnl|BL_ORD_ID|81079 ENSG00000076554|TPD52|ENST00000379096|PTHR19307_SF12,TPD52,ENST00000379096,ENSG00000076554,185,87.0409,52,28.10810811,6.52E-22,PTHR19307,SF12
TTRE_0000312901-mRNA-1 transcript=TTRE_0000312901-mRNA-1 gene=TTRE_0000312901,gnl|BL_ORD_ID|17864 ENSG00000130508|PXDN|ENST00000433670|PTHR11475_SF48,PXDN,ENST00000433670,ENSG00000130508,724,99.3673,107,14.77900552,6.67E-22,PTHR11475,SF48
TTRE_0000375601-mRNA-1 transcript=TTRE_0000375601-mRNA-1 gene=TTRE_0000375601,gnl|BL_ORD_ID|117238 ENSG00000109846|CRYAB|ENST00000651164|PTHR11527_SF37,CRYAB,ENST00000651164,ENSG00000109846,176,85.8853,36,20.45454545,6.70E-22,PTHR11527,SF37
TTRE_0000431801-mRNA-1 transcript=TTRE_0000431801-mRNA-1 gene=TTRE_0000431801,gnl|BL_ORD_ID|14666 ENSG00000188886|ASTL|ENST00000342380|PTHR10127_SF550,ASTL,ENST00000342380,ENSG00000188886,432,100.138,57,13.19444444,6.74E-22,PTHR10127,SF550
TTRE_0000595001-mRNA-1 transcript=TTRE_0000595001-mRNA-1 gene=TTRE_0000595001,gnl|BL_ORD_ID|82928 ENSG00000121022|COPS5|ENST00000517736|PTHR10410_SF6,COPS5,ENST00000517736,ENSG00000121022,198,90.5077,62,31.31313131,6.76E-22,PTHR10410,SF6
TTRE_0000098801-mRNA-1 transcript=TTRE_0000098801-mRNA-1 gene=TTRE_0000098801,gnl|BL_ORD_ID|30642 ENSG00000114439|BBX|ENST00000449213|PTHR13059_SF10,BBX,ENST00000449213,ENSG00000114439,159,95.1301,44,27.67295597,6.79E-22,PTHR13059,SF10
TTRE_0000864101-mRNA-1 transcript=TTRE_0000864101-mRNA-1 gene=TTRE_0000864101,gnl|BL_ORD_ID|34250 ENSG00000144834|TAGLN3|ENST00000486460|PTHR18959_SF41,TAGLN3,ENST00000486460,ENSG00000144834,116,84.3445,46,39.65517241,7.05E-22,PTHR18959,SF41
TTRE_0000204201-mRNA-1 transcript=TTRE_0000204201-mRNA-1 gene=TTRE_0000204201,gnl|BL_ORD_ID|138208 ENSG00000100852|ARHGAP5|ENST00000554090|PTHR15377_SF4,ARHGAP5,ENST00000554090,ENSG00000100852,137,92.4337,53,38.68613139,7.22E-22,PTHR15377,SF4
TTRE_0000569401-mRNA-1 transcript=TTRE_0000569401-mRNA-1 gene=TTRE_0000569401,gnl|BL_ORD_ID|56490 ENSG00000173221|GLRX|ENST00000508780|TF603922,GLRX,ENST00000508780,ENSG00000173221,107,83.5741,43,40.18691589,7.34E-22,TF603922,
TTRE_0000906301-mRNA-1 transcript=TTRE_0000906301-mRNA-1 gene=TTRE_0000906301,gnl|BL_ORD_ID|69574 ENSG00000169919|GUSB|ENST00000304895|PTHR10066_SF51,GUSB,ENST00000304895,ENSG00000169919,652,102.834,104,15.95092025,7.36E-22,PTHR10066,SF51
TTRE_0000418901-mRNA-1 transcript=TTRE_0000418901-mRNA-1 gene=TTRE_0000418901,gnl|BL_ORD_ID|41750 ENSG00000151470|C4orf33|ENST00000502887|PTHR31475,C4orf33,ENST00000502887,ENSG00000151470,166,92.4337,59,35.54216867,7.54E-22,PTHR31475,
TTRE_0000778501-mRNA-1 transcript=TTRE_0000778501-mRNA-1 gene=TTRE_0000778501,gnl|BL_ORD_ID|143075 ENSG00000137822|TUBGCP4|ENST00000260383|PTHR19302_SF27,TUBGCP4,ENST00000260383,ENSG00000137822,668,101.293,157,23.50299401,7.54E-22,PTHR19302,SF27
TTRE_0000911401-mRNA-1 transcript=TTRE_0000911401-mRNA-1 gene=TTRE_0000911401,gnl|BL_ORD_ID|213602 ENSG00000131269|ABCB7|ENST00000669573|PTHR24221_SF18,ABCB7,ENST00000669573,ENSG00000131269,694,97.8265,74,10.66282421,7.77E-22,PTHR24221,SF18
TTRE_0000301001-mRNA-1 transcript=TTRE_0000301001-mRNA-1 gene=TTRE_0000301001,gnl|BL_ORD_ID|156732 ENSG00000205629|LCMT1|ENST00000570981|PTHR13600_SF6,LCMT1,ENST00000570981,ENSG00000205629,120,90.5077,43,35.83333333,7.91E-22,PTHR13600,SF6
TTRE_0000236001-mRNA-1 transcript=TTRE_0000236001-mRNA-1 gene=TTRE_0000236001,gnl|BL_ORD_ID|13938 ENSG00000115297|TLX2|ENST00000233638|PTHR24326_SF117,TLX2,ENST00000233638,ENSG00000115297,285,88.5817,41,14.38596491,8.30E-22,PTHR24326,SF117
TTRE_0000519001-mRNA-1 transcript=TTRE_0000519001-mRNA-1 gene=TTRE_0000519001,gnl|BL_ORD_ID|15628 ENSG00000135999|EPC2|ENST00000397424|PTHR14898_SF1,EPC2,ENST00000397424,ENSG00000135999,160,90.5077,59,36.875,8.38E-22,PTHR14898,SF1
TTRE_0000521901-mRNA-1 transcript=TTRE_0000521901-mRNA-1 gene=TTRE_0000521901,gnl|BL_ORD_ID|207978 ENSG00000101945|SUV39H1|ENST00000376687|PTHR22884_SF316,SUV39H1,ENST00000376687,ENSG00000101945,413,96.2857,69,16.70702179,8.53E-22,PTHR22884,SF316
TTRE_0000165301-mRNA-1 transcript=TTRE_0000165301-mRNA-1 gene=TTRE_0000165301,gnl|BL_ORD_ID|85220 ENSG00000164933|SLC25A32|ENST00000523256|PTHR24089_SF62,SLC25A32,ENST00000523256,ENSG00000164933,124,83.1889,39,31.4516129,8.62E-22,PTHR24089,SF62
TTRE_0000671201-mRNA-1 transcript=TTRE_0000671201-mRNA-1 gene=TTRE_0000671201,gnl|BL_ORD_ID|163686 ENSG00000131748|STARD3|ENST00000394250|PTHR12136_SF51,STARD3,ENST00000394250,ENSG00000131748,428,97.8265,103,24.06542056,8.67E-22,PTHR12136,SF51
TTRE_0000809101-mRNA-1 transcript=TTRE_0000809101-mRNA-1 gene=TTRE_0000809101,gnl|BL_ORD_ID|85194 ENSG00000161016|RPL8|ENST00000528957|PTHR13691,RPL8,ENST00000528957,ENSG00000161016,258,92.4337,74,28.68217054,8.79E-22,PTHR13691,
TTRE_0000006801-mRNA-1 transcript=TTRE_0000006801-mRNA-1 gene=TTRE_0000006801,gnl|BL_ORD_ID|11023 ENSG00000185420|SMYD3|ENST00000630181|PTHR12197_SF146,SMYD3,ENST00000630181,ENSG00000185420,370,97.4413,99,26.75675676,8.85E-22,PTHR12197,SF146
TTRE_0000710001-mRNA-1 transcript=TTRE_0000710001-mRNA-1 gene=TTRE_0000710001,gnl|BL_ORD_ID|180208 ENSG00000099800|TIMM13|ENST00000215570|PTHR19338,TIMM13,ENST00000215570,ENSG00000099800,96,82.4185,35,36.45833333,9.40E-22,PTHR19338,
TTRE_0000286201-mRNA-1 transcript=TTRE_0000286201-mRNA-1 gene=TTRE_0000286201,gnl|BL_ORD_ID|64075 ENSG00000137288|UQCC2|ENST00000607484|TF333267,UQCC2,ENST00000607484,ENSG00000137288,127,84.7297,39,30.70866142,9.58E-22,TF333267,
TTRE_0000296801-mRNA-1 transcript=TTRE_0000296801-mRNA-1 gene=TTRE_0000296801,gnl|BL_ORD_ID|21151 ENSG00000163166|IWS1|ENST00000637187|PTHR22908_SF56,IWS1,ENST00000637187,ENSG00000163166,208,92.4337,65,31.25,9.60E-22,PTHR22908,SF56
TTRE_0000427401-mRNA-1 transcript=TTRE_0000427401-mRNA-1 gene=TTRE_0000427401,gnl|BL_ORD_ID|61029 ENSG00000180992|MRPL14|ENST00000372014|PTHR21037_SF3,MRPL14,ENST00000372014,ENSG00000180992,146,86.2705,55,37.67123288,9.64E-22,PTHR21037,SF3
TTRE_0000383201-mRNA-1 transcript=TTRE_0000383201-mRNA-1 gene=TTRE_0000383201,gnl|BL_ORD_ID|92232 ENSG00000070610|GBA2|ENST00000378088|PTHR12654,GBA2,ENST00000378088,ENSG00000070610,173,93.5893,50,28.9017341,9.70E-22,PTHR12654,
TTRE_0000078701-mRNA-1 transcript=TTRE_0000078701-mRNA-1 gene=TTRE_0000078701,gnl|BL_ORD_ID|59644 ENSG00000175003|SLC22A1|ENST00000366963|PTHR24064_SF214,SLC22A1,ENST00000366963,ENSG00000175003,555,99.3673,130,23.42342342,9.87E-22,PTHR24064,SF214
TTRE_0000226801-mRNA-1 transcript=TTRE_0000226801-mRNA-1 gene=TTRE_0000226801,gnl|BL_ORD_ID|136825 ENSG00000131966|ACTR10|ENST00000554642|PTHR11937_SF14,ACTR10,ENST00000554642,ENSG00000131966,150,89.7373,44,29.33333333,9.87E-22,PTHR11937,SF14
TTRE_0000263001-mRNA-1 transcript=TTRE_0000263001-mRNA-1 gene=TTRE_0000263001,gnl|BL_ORD_ID|96950 ENSG00000178363|CALML3|ENST00000315238|PTHR23050_SF155,CALML3,ENST00000315238,ENSG00000178363,150,86.2705,44,29.33333333,1.02E-21,PTHR23050,SF155
TTRE_0000097601-mRNA-1 transcript=TTRE_0000097601-mRNA-1 gene=TTRE_0000097601,gnl|BL_ORD_ID|47092 ENSG00000038295|TLL1|ENST00000513213|PTHR10127_SF304,TLL1,ENST00000513213,ENSG00000038295,393,98.2117,67,17.04834606,1.06E-21,PTHR10127,SF304
TTRE_0000091201-mRNA-1 transcript=TTRE_0000091201-mRNA-1 gene=TTRE_0000091201,gnl|BL_ORD_ID|196690 ENSG00000118705|RPN2|ENST00000437329|PTHR12640,RPN2,ENST00000437329,ENSG00000118705,139,88.1965,56,40.28776978,1.16E-21,PTHR12640,
TTRE_0000632901-mRNA-1 transcript=TTRE_0000632901-mRNA-1 gene=TTRE_0000632901,gnl|BL_ORD_ID|180205 ENSG00000099795|NDUFB7|ENST00000215565|PTHR20900,NDUFB7,ENST00000215565,ENSG00000099795,138,85.1149,59,42.75362319,1.22E-21,PTHR20900,
TTRE_0000753501-mRNA-1 transcript=TTRE_0000753501-mRNA-1 gene=TTRE_0000753501,gnl|BL_ORD_ID|162768 ENSG00000244045|TMEM199|ENST00000292114|PTHR31394,TMEM199,ENST00000292114,ENSG00000244045,209,88.9669,52,24.88038278,1.28E-21,PTHR31394,
TTRE_0000555601-mRNA-1 transcript=TTRE_0000555601-mRNA-1 gene=TTRE_0000555601,gnl|BL_ORD_ID|38901 ENSG00000138642|HERC6|ENST00000273960|PTHR11254_SF297,HERC6,ENST00000273960,ENSG00000138642,323,98.9821,84,26.00619195,1.42E-21,PTHR11254,SF297
TTRE_0000430901-mRNA-1 transcript=TTRE_0000430901-mRNA-1 gene=TTRE_0000430901,gnl|BL_ORD_ID|106645 ENSG00000197345|MRPL21|ENST00000450904|PTHR21349_SF0,MRPL21,ENST00000450904,ENSG00000197345,121,85.8853,56,46.28099174,1.46E-21,PTHR21349,SF0
